tower_temperature,input_voltage,current_consumption,wind_speed,humidity,connected_users,data_traffic_gb,signal_strength,power_outages_24h,tower_age_years,active_antennas,backup_battery_charge,packet_error_rate,days_since_maintenance,tower_status,tower_type_3G,tower_type_4G,tower_type_5G
61.92,180.0,86.61,0.0,36.79,3500,366.02,-56.55,12,7,10,45.78,21.84,143,1,0,0,1
24.41,199.14,20.0,0.0,10.0,1494,72.59,-20.0,1,7,12,71.2,7.79,222,0,0,0,1
15.0,243.97,120.0,97.8,10.0,3500,179.49,-110.0,4,25,9,78.14,4.72,164,0,1,0,0
34.72,231.78,120.0,55.08,47.4,93,85.69,-20.0,2,11,9,65.98,7.59,80,0,0,0,1
70.75,180.01,20.0,18.23,87.4,3500,211.79,-66.72,4,16,6,50.05,7.56,117,0,0,0,1
15.0,249.83,40.57,99.87,17.57,1528,500.0,-68.66,0,3,3,75.84,1.51,186,0,0,0,1
15.0,185.81,86.76,0.0,55.13,315,306.97,-104.83,2,25,9,58.24,0.53,236,0,0,0,1
40.89,205.82,20.0,0.0,69.61,3500,384.81,-22.64,6,4,9,22.57,9.32,67,0,0,0,1
15.0,199.37,120.0,50.21,63.06,3500,60.4,-82.55,3,25,9,54.63,7.58,147,0,0,1,0
59.49,235.74,54.35,18.91,71.48,371,9.69,-75.81,0,4,8,100.0,5.87,244,1,0,1,0
55.23,250.0,120.0,0.0,52.47,3500,325.12,-80.82,3,25,9,100.0,10.14,142,0,0,1,0
69.84,224.25,120.0,59.93,26.21,719,107.04,-39.57,13,2,7,26.98,1.08,22,1,0,1,0
31.7,234.07,120.0,81.17,26.67,1982,330.77,-107.12,1,18,3,56.49,0.13,228,0,0,1,0
44.51,236.48,120.0,0.0,95.0,3500,171.31,-110.0,11,25,9,100.0,4.01,316,0,0,1,0
61.09,250.0,120.0,16.81,59.58,2756,500.0,-74.43,8,25,9,71.03,2.69,7,0,0,1,0
15.0,223.19,20.0,37.69,10.0,3500,332.57,-20.0,0,22,3,64.58,13.11,37,0,0,1,0
34.43,202.18,76.76,0.0,80.83,318,383.84,-20.0,0,7,12,88.01,6.87,403,0,0,1,0
80.98,180.0,54.24,0.0,32.34,3500,235.13,-62.28,6,25,12,44.23,1.44,46,0,0,1,0
15.0,188.31,25.14,15.38,19.94,419,313.3,-63.07,0,8,6,73.87,1.06,225,0,0,1,0
35.88,245.07,20.0,38.82,68.54,3500,500.0,-20.0,3,13,9,73.88,7.13,7,0,0,1,0
30.25,226.16,120.0,120.0,23.09,66,318.68,-101.02,10,10,5,82.55,0.74,42,1,0,1,0
66.91,231.28,120.0,10.46,21.56,3023,500.0,-87.26,1,4,9,13.07,0.22,170,0,0,1,0
57.17,180.0,20.0,0.0,89.47,1985,32.13,-35.9,1,3,6,86.03,6.13,179,0,0,1,0
64.0,182.73,120.0,0.0,40.47,1958,500.0,-110.0,12,22,11,95.67,9.87,309,1,0,1,0
17.08,217.69,118.36,30.32,48.84,3500,404.12,-79.14,1,5,9,74.38,2.68,387,0,0,1,0
15.0,193.68,120.0,112.31,42.89,867,500.0,-73.53,5,17,9,0.0,3.69,17,0,0,1,0
27.57,200.47,120.0,116.27,68.83,1499,339.86,-110.0,3,12,9,12.26,1.49,54,0,0,0,1
29.05,212.71,120.0,0.0,84.03,330,420.36,-50.1,3,18,3,49.24,5.9,122,0,0,1,0
44.5,180.0,20.0,0.0,15.13,274,71.93,-53.61,0,13,3,100.0,0.18,182,0,1,0,0
15.0,226.22,96.25,13.92,45.44,342,207.12,-24.19,4,25,9,61.79,0.15,289,0,0,0,1
53.2,215.66,20.0,36.47,10.0,3500,336.52,-62.79,0,3,12,80.85,0.36,98,0,0,1,0
15.0,234.25,20.0,31.7,54.8,927,108.44,-20.0,1,3,3,69.42,10.26,331,0,0,0,1
30.26,201.58,120.0,40.02,14.56,697,406.69,-20.0,6,0,6,17.19,9.17,17,0,0,1,0
41.93,200.25,85.17,47.59,83.05,704,150.63,-20.0,1,13,12,58.71,3.23,81,0,1,0,0
47.77,236.09,120.0,0.0,91.61,906,500.0,-30.2,2,21,3,82.31,5.46,145,0,0,1,0
15.0,218.52,20.0,76.97,41.3,3500,139.17,-20.0,2,25,12,73.68,17.2,486,0,0,1,0
54.79,209.85,120.0,0.0,39.42,3500,500.0,-64.32,8,25,3,17.93,1.82,121,0,0,0,1
38.3,180.0,57.68,0.0,45.17,973,500.0,-87.8,2,13,3,90.73,1.42,219,0,0,1,0
15.0,233.05,20.0,0.0,23.16,2469,500.0,-20.0,7,7,3,100.0,11.66,136,0,0,0,1
53.2,203.18,20.0,0.0,95.0,3500,270.77,-20.0,3,12,9,83.16,6.71,6,0,0,0,1
45.18,181.51,20.0,0.0,86.98,3500,500.0,-37.97,5,25,12,63.16,15.53,325,0,0,1,0
40.37,241.62,20.0,120.0,12.91,3500,308.84,-20.0,5,25,9,56.93,16.69,146,0,0,1,0
51.5,248.47,120.0,8.81,66.84,984,500.0,-21.78,4,11,6,58.6,2.27,131,0,0,1,0
85.0,198.68,120.0,0.0,67.94,219,263.76,-110.0,3,18,3,33.37,18.6,164,1,1,0,0
40.6,187.21,20.0,0.0,93.59,439,170.47,-20.0,6,14,6,68.98,15.12,68,1,0,1,0
70.35,224.38,120.0,0.0,85.72,2137,226.82,-103.24,0,4,3,87.22,12.24,376,0,0,1,0
19.4,197.13,120.0,0.0,21.72,432,500.0,-82.69,3,25,3,51.11,0.24,218,0,1,0,0
46.78,222.97,20.0,0.0,26.75,3466,475.84,-20.0,5,9,6,88.74,0.76,337,0,0,0,1
15.0,228.32,120.0,0.0,57.27,987,500.0,-50.77,0,24,3,65.31,1.16,17,0,0,1,0
29.29,214.93,120.0,0.0,18.29,2972,69.15,-48.64,1,5,6,91.66,11.19,49,0,0,0,1
54.5,233.4,80.2,20.64,59.81,117,108.71,-69.57,8,3,3,69.15,0.22,163,1,0,1,0
15.0,195.81,120.0,33.33,95.0,3500,407.17,-108.96,8,13,6,21.63,12.56,396,0,0,1,0
43.93,250.0,46.87,120.0,58.9,3500,500.0,-20.0,7,2,12,49.02,0.93,54,0,0,1,0
34.32,180.0,44.13,0.0,76.2,3304,161.69,-44.25,0,16,12,77.32,8.23,1,0,1,0,0
57.24,185.23,120.0,22.22,45.7,3280,369.06,-54.51,6,14,12,37.72,3.82,147,0,0,1,0
15.0,214.57,93.41,70.1,36.09,523,218.82,-44.31,4,4,6,59.16,1.64,116,0,1,0,0
31.98,228.72,30.51,0.0,95.0,3199,88.02,-20.0,2,7,3,100.0,12.08,155,0,0,0,1
55.4,190.52,44.65,0.0,53.6,2512,388.76,-53.04,1,4,6,100.0,0.07,121,0,0,1,0
56.43,189.49,20.0,9.14,64.43,3500,50.91,-20.0,1,14,3,74.28,1.46,12,0,1,0,0
47.76,199.42,20.0,0.0,95.0,362,132.36,-43.29,6,14,9,100.0,4.41,248,0,1,0,0
50.57,210.73,65.22,78.17,54.16,453,89.3,-20.0,2,25,6,40.0,1.86,451,0,0,1,0
15.0,198.88,120.0,37.67,38.4,1376,42.85,-65.51,6,21,6,31.61,7.62,96,0,0,1,0
15.0,199.55,120.0,7.56,17.22,1539,133.17,-107.67,5,13,12,43.93,7.7,165,0,0,1,0
17.17,236.22,20.0,7.99,54.76,2533,307.61,-37.97,5,15,8,100.0,23.92,220,1,0,1,0
60.99,213.26,120.0,0.0,73.03,3285,454.04,-71.44,7,25,12,30.79,4.21,407,0,1,0,0
38.03,205.74,110.03,0.0,14.94,730,32.99,-104.17,7,4,9,87.72,1.37,3,0,0,1,0
15.0,212.8,120.0,120.0,15.18,3500,98.15,-57.77,2,25,3,0.0,1.37,290,0,0,1,0
25.72,204.48,120.0,0.0,77.35,3500,170.19,-110.0,9,24,9,49.91,7.27,287,0,1,0,0
47.57,244.14,120.0,0.0,63.51,1781,214.7,-105.65,6,13,6,45.46,5.45,80,0,0,0,1
15.0,209.46,20.0,0.0,52.8,474,283.88,-40.87,1,19,6,76.06,1.08,34,0,0,1,0
84.87,247.01,90.14,21.63,82.38,3500,130.99,-80.47,2,8,12,38.05,0.55,91,0,0,1,0
38.61,217.17,120.0,54.41,95.0,2158,389.45,-35.9,9,20,12,10.93,4.85,180,0,0,0,1
15.0,200.92,120.0,20.36,81.59,3500,270.85,-20.0,4,25,6,64.43,0.96,24,0,0,1,0
36.56,250.0,56.04,24.5,10.0,1015,138.2,-20.0,1,12,3,100.0,6.63,203,0,0,1,0
16.53,190.76,20.0,5.44,10.0,1859,252.14,-20.0,2,16,9,66.37,6.52,307,0,0,1,0
15.0,198.6,37.01,0.0,78.98,33,447.63,-44.25,1,1,6,94.99,1.51,110,0,0,0,1
15.0,187.31,20.0,0.0,55.79,2898,143.06,-37.66,9,17,3,100.0,14.39,124,0,0,1,0
15.0,215.58,120.0,103.05,10.0,2078,27.46,-20.0,4,18,12,14.13,4.81,73,0,0,0,1
46.28,180.0,49.56,0.0,62.38,1254,55.92,-100.59,13,22,6,100.0,4.39,151,0,0,1,0
30.43,234.34,120.0,40.37,10.0,711,287.81,-20.0,1,9,12,90.26,14.31,110,0,0,1,0
46.32,238.24,120.0,16.37,65.83,1119,324.4,-36.88,5,10,12,40.1,1.71,264,0,1,0,0
27.44,250.0,120.0,25.43,58.37,3500,500.0,-66.47,4,25,9,93.71,6.1,22,0,0,1,0
15.0,229.92,93.4,21.71,53.1,1486,37.85,-20.0,0,2,3,56.45,13.09,11,0,0,0,1
43.37,180.0,20.0,0.0,57.66,2012,287.98,-50.79,0,2,12,91.29,4.89,76,0,0,1,0
59.15,196.08,55.37,0.0,38.13,644,47.61,-98.26,7,4,6,100.0,1.25,169,0,0,0,1
55.01,250.0,20.0,0.0,23.49,3197,127.63,-20.0,0,8,3,100.0,1.46,407,0,0,1,0
15.0,205.86,94.51,120.0,39.38,1657,34.34,-57.51,1,16,3,42.74,2.08,65,0,0,0,1
78.7,227.59,120.0,0.0,19.53,493,411.88,-110.0,10,6,12,63.68,5.02,189,0,0,0,1
15.0,217.68,20.0,30.56,56.4,1515,30.94,-20.0,2,19,12,73.19,8.9,267,0,0,0,1
43.72,188.98,40.73,0.0,10.0,1122,139.98,-77.93,0,12,4,65.64,12.34,124,1,0,1,0
83.63,218.94,20.0,0.0,85.72,3500,200.09,-33.24,0,16,12,90.53,1.48,310,0,0,1,0
48.09,250.0,64.6,24.71,53.45,1949,9.84,-20.0,2,22,3,100.0,9.25,51,0,0,1,0
18.56,250.0,120.0,64.75,57.7,900,148.26,-26.0,7,14,6,45.13,5.66,68,0,0,0,1
46.17,250.0,20.0,33.67,38.16,513,228.49,-20.0,1,4,12,99.5,7.79,401,0,0,1,0
15.0,194.5,120.0,113.55,58.97,2413,238.68,-20.0,3,23,12,45.78,5.72,4,0,0,0,1
35.39,195.04,120.0,11.09,40.34,3444,399.1,-45.39,4,25,12,36.78,0.92,91,0,0,0,1
60.65,200.22,20.0,17.69,64.26,467,90.39,-20.0,1,17,3,100.0,0.09,157,0,0,0,1
15.0,187.09,70.99,0.0,41.98,3500,500.0,-53.5,6,0,9,72.74,1.36,46,0,1,0,0
15.0,202.54,120.0,9.56,85.27,665,308.04,-110.0,12,24,3,100.0,2.79,311,0,0,1,0
15.0,202.93,120.0,0.0,52.44,1177,154.77,-79.21,3,25,3,53.23,4.7,123,0,1,0,0
15.0,246.03,120.0,78.1,95.0,487,16.78,-56.11,0,23,3,52.36,1.58,1,0,0,1,0
48.09,208.06,74.6,0.0,57.99,549,171.57,-31.75,2,5,6,48.15,1.52,347,0,0,0,1
69.77,194.04,20.0,0.0,89.09,1604,87.32,-20.0,0,5,3,77.98,3.35,237,0,0,0,1
15.0,180.0,20.0,71.71,82.37,3500,127.73,-20.0,0,14,3,49.56,10.37,108,0,1,0,0
56.13,191.05,20.0,7.05,75.94,3500,382.33,-37.76,8,22,12,76.01,17.31,144,0,1,0,0
50.42,250.0,53.06,44.17,44.26,734,64.88,-84.34,1,3,11,86.99,0.87,258,1,0,1,0
41.59,250.0,20.0,33.94,68.93,2880,392.12,-20.0,3,4,9,69.24,9.14,211,0,0,0,1
36.83,223.07,116.04,0.0,51.79,1984,491.88,-48.76,0,8,6,100.0,3.79,53,0,1,0,0
15.0,180.0,120.0,0.0,68.07,1028,148.87,-79.0,2,22,9,36.23,10.09,113,0,0,1,0
15.0,197.31,20.0,0.0,40.05,2638,500.0,-20.0,5,6,6,75.08,0.9,227,0,1,0,0
85.0,180.0,20.0,65.98,56.1,3081,216.85,-20.0,6,22,12,49.96,7.34,9,0,0,0,1
85.0,208.55,120.0,0.0,34.06,3500,214.23,-49.57,10,3,9,87.84,0.74,100,0,0,0,1
73.57,220.15,20.0,40.07,95.0,947,436.29,-56.2,3,9,6,100.0,0.43,499,0,0,1,0
44.84,200.74,120.0,20.52,65.61,3500,449.24,-110.0,6,25,12,36.37,1.46,266,0,0,1,0
70.55,228.95,41.8,0.0,48.22,2644,478.9,-20.0,0,11,6,93.98,5.41,135,0,1,0,0
82.25,218.07,120.0,27.77,10.0,1597,22.24,-20.0,8,7,9,37.47,10.17,336,0,0,1,0
69.26,205.66,20.0,0.0,10.0,3500,71.98,-67.95,1,25,6,100.0,0.6,20,0,0,0,1
15.0,209.71,37.5,0.0,39.13,494,90.26,-51.79,0,25,6,59.0,6.19,240,0,0,1,0
15.0,231.75,120.0,55.41,54.04,1286,132.35,-71.49,3,16,3,54.35,7.49,131,1,0,0,1
15.0,196.27,118.83,0.0,95.0,655,247.14,-56.71,1,13,3,66.75,2.67,30,0,1,0,0
61.85,202.95,101.91,0.0,10.0,2620,476.02,-58.97,3,9,12,77.3,0.99,456,0,0,1,0
85.0,190.3,37.15,0.0,38.86,3500,500.0,-57.13,4,19,3,60.92,7.23,18,0,1,0,0
15.0,250.0,119.23,3.56,73.44,1024,251.03,-30.27,4,14,12,63.51,5.53,77,0,0,1,0
15.0,237.19,99.92,46.47,25.28,943,304.59,-20.0,2,15,9,56.29,1.14,135,0,0,0,1
40.48,225.26,120.0,0.0,46.5,682,136.89,-110.0,10,2,6,76.42,2.62,143,0,0,1,0
57.15,243.36,20.0,30.8,10.0,3500,12.94,-20.0,2,0,3,66.92,5.67,225,0,0,1,0
15.0,189.15,120.0,54.44,50.33,3500,500.0,-47.3,0,24,12,39.08,1.95,79,0,0,1,0
38.35,180.0,120.0,44.76,37.03,3500,82.38,-47.04,6,17,6,0.0,0.99,282,0,0,0,1
68.17,198.16,33.29,59.21,95.0,3500,77.17,-20.0,4,0,3,73.2,1.57,255,0,0,1,0
15.0,191.19,76.41,73.68,10.0,337,212.01,-31.76,1,2,9,42.47,4.05,202,0,1,0,0
22.48,243.68,63.31,0.0,41.7,546,107.54,-73.25,6,3,6,92.54,6.91,145,0,0,1,0
33.81,250.0,120.0,0.0,59.35,115,500.0,-34.87,0,25,12,94.41,6.6,38,0,0,1,0
44.53,238.36,120.0,0.0,64.68,3500,77.1,-110.0,0,25,9,82.21,3.92,210,0,0,0,1
56.69,206.72,79.2,20.13,75.93,3009,263.78,-25.46,3,8,12,32.46,5.95,599,0,0,0,1
34.45,193.69,120.0,15.6,55.21,1081,500.0,-96.81,6,25,6,97.73,1.64,97,0,0,1,0
60.99,220.72,20.54,1.96,95.0,1199,156.62,-80.05,0,25,2,93.42,7.01,187,1,0,1,0
85.0,250.0,46.99,0.0,61.63,3500,500.0,-105.58,4,19,4,39.93,4.94,555,1,0,1,0
23.62,245.5,61.2,31.82,62.77,1159,500.0,-69.94,1,23,9,95.85,6.96,279,0,0,1,0
24.88,247.98,120.0,120.0,13.8,3312,229.31,-59.55,0,25,3,0.0,4.12,97,0,0,1,0
63.25,238.93,55.68,57.14,95.0,3500,51.5,-20.0,4,5,6,79.83,1.45,126,0,0,1,0
75.34,245.01,20.0,46.95,30.22,1580,90.48,-22.34,0,11,6,97.9,1.89,373,0,0,1,0
43.32,183.88,120.0,0.0,86.55,848,500.0,-110.0,7,22,12,100.0,4.76,270,0,0,1,0
16.63,213.37,102.9,19.64,75.35,528,181.59,-69.15,1,10,12,30.94,0.1,276,0,0,1,0
17.75,250.0,88.18,0.0,27.82,1776,323.1,-20.0,7,23,9,84.69,3.31,17,0,0,1,0
23.93,233.25,20.0,69.74,61.22,999,332.91,-20.0,0,17,12,63.13,1.37,3,0,0,0,1
41.96,224.07,49.78,0.0,33.86,1941,500.0,-89.57,2,25,9,60.26,7.47,219,0,0,1,0
76.5,198.73,20.19,87.48,93.19,3500,122.11,-110.0,6,14,0,44.85,21.77,261,1,0,1,0
15.0,250.0,120.0,81.61,66.98,1457,500.0,-40.93,3,22,3,33.64,6.8,250,0,0,1,0
36.59,201.79,41.22,34.63,26.23,3500,239.59,-20.0,6,25,2,0.0,2.78,239,1,0,1,0
42.9,183.39,88.69,0.0,34.49,3500,313.67,-90.37,4,2,9,58.66,6.86,242,0,0,1,0
84.99,235.55,71.84,0.0,22.44,675,61.12,-20.0,4,25,9,79.83,2.04,37,0,0,1,0
15.0,180.0,20.0,0.0,38.06,2722,415.98,-32.47,4,3,6,44.04,10.97,321,0,0,1,0
53.84,214.48,20.0,0.0,21.11,3500,273.49,-20.0,1,5,9,54.25,10.81,242,0,0,0,1
29.27,180.0,20.0,0.0,10.0,1526,395.38,-47.19,1,19,3,44.41,1.26,128,0,1,0,0
56.07,180.0,20.0,0.0,17.48,2721,500.0,-45.18,2,11,3,98.69,6.47,206,0,0,0,1
35.51,199.2,20.0,2.81,95.0,3500,151.7,-20.0,0,2,6,70.1,12.27,1,0,1,0,0
27.2,216.27,87.17,28.78,32.68,1297,235.07,-88.53,0,6,11,12.45,13.1,251,1,1,0,0
44.87,209.93,20.0,39.93,44.19,3500,500.0,-27.55,2,25,12,71.39,4.52,236,0,1,0,0
85.0,242.06,20.0,0.0,39.46,3093,94.56,-20.0,0,25,12,100.0,4.12,500,0,0,1,0
15.0,220.83,74.28,63.52,10.0,214,74.01,-20.0,2,1,9,42.45,5.22,44,0,0,1,0
32.88,235.85,118.81,65.44,10.0,1944,217.75,-50.0,0,18,3,48.79,1.38,129,0,0,1,0
60.94,212.32,51.32,0.0,90.14,716,130.51,-87.19,5,2,12,100.0,3.02,281,0,0,1,0
63.07,213.9,120.0,0.0,34.24,3500,500.0,-87.94,2,25,12,37.88,3.78,5,0,0,1,0
15.0,215.68,120.0,0.0,95.0,1989,299.22,-110.0,5,8,9,57.94,1.46,1,0,0,1,0
15.0,206.05,111.63,0.0,77.52,1994,283.82,-20.0,7,11,12,55.85,7.5,23,0,0,0,1
17.97,250.0,91.82,101.95,54.11,1163,449.94,-35.33,3,13,12,55.42,1.99,33,0,1,0,0
23.32,250.0,120.0,0.0,63.52,2212,500.0,-77.42,5,25,3,65.11,2.68,183,0,0,1,0
40.59,180.0,120.0,10.31,83.84,3500,500.0,-110.0,4,25,3,65.19,2.12,366,0,0,1,0
72.03,250.0,113.64,58.74,58.18,898,299.08,-43.98,0,5,7,38.37,16.34,236,1,0,0,1
60.22,250.0,120.0,0.0,88.26,1328,108.91,-74.64,5,3,8,68.31,5.74,292,1,0,1,0
15.0,223.5,20.0,76.66,31.02,3500,167.93,-20.0,5,5,6,31.4,21.3,122,0,0,1,0
15.0,248.88,20.0,49.52,91.36,3500,382.11,-20.0,3,8,12,75.8,8.91,68,0,0,1,0
53.0,186.78,55.42,15.51,41.51,3500,204.79,-67.25,1,22,6,51.1,0.19,171,0,0,1,0
15.0,196.5,20.0,27.83,95.0,2159,121.32,-66.79,0,2,3,47.58,5.65,15,0,1,0,0
15.0,219.46,56.96,38.4,21.61,903,5.0,-20.0,4,16,3,64.45,2.51,9,0,1,0,0
15.0,189.85,87.56,33.01,45.12,3267,452.22,-32.87,2,21,3,69.58,0.34,140,0,1,0,0
58.22,181.05,20.0,0.0,95.0,540,24.25,-20.0,3,1,9,57.5,2.19,176,0,0,0,1
37.5,250.0,120.0,2.33,43.9,3500,146.85,-90.08,2,25,9,100.0,2.98,78,0,0,1,0
15.0,180.0,120.0,61.68,91.25,2338,500.0,-101.92,0,25,9,35.87,3.56,98,0,0,1,0
64.66,180.0,20.0,27.49,76.89,523,94.22,-62.58,5,25,2,68.64,10.55,247,1,0,1,0
70.2,183.11,65.52,0.0,27.84,3500,268.48,-47.04,4,16,3,65.89,2.47,39,0,1,0,0
44.2,211.33,100.9,0.0,39.23,2020,73.74,-20.0,1,19,12,63.95,5.66,246,0,0,1,0
30.71,250.0,39.64,83.44,10.0,3500,290.12,-110.0,5,4,6,100.0,4.1,394,0,0,1,0
15.0,222.24,20.0,0.0,95.0,3020,189.76,-20.0,8,6,6,56.37,7.66,211,1,0,1,0
15.0,250.0,34.96,0.0,10.0,1352,112.22,-20.0,1,2,9,91.01,10.12,237,0,0,0,1
37.95,224.52,120.0,0.0,51.56,726,363.11,-62.21,4,19,9,70.28,1.05,29,0,0,1,0
85.0,198.37,20.0,0.0,75.33,3500,209.18,-20.0,1,9,6,5.94,11.48,22,0,0,0,1
48.56,228.57,34.19,88.65,24.12,3500,360.91,-70.49,5,1,3,64.8,0.78,108,0,0,0,1
40.18,180.0,20.0,0.0,77.36,2204,249.62,-20.0,1,25,6,83.17,10.69,36,0,1,0,0
15.0,242.8,120.0,1.18,36.9,3500,120.8,-20.0,5,25,9,69.75,4.38,75,0,0,0,1
43.52,196.77,20.0,0.0,53.11,1028,294.77,-48.98,4,19,3,81.24,2.75,258,0,0,1,0
66.96,218.37,20.0,0.0,54.47,1307,68.32,-20.0,0,14,3,100.0,6.79,374,0,0,1,0
44.77,211.26,120.0,0.0,38.81,2044,475.82,-65.99,5,10,9,75.33,4.14,1,0,1,0,0
31.55,250.0,74.29,0.0,45.23,1556,227.96,-59.3,2,25,12,22.95,8.59,200,0,0,0,1
15.0,233.41,20.0,45.51,70.46,73,174.62,-20.0,1,16,9,70.18,10.76,371,0,0,1,0
15.0,241.8,20.0,114.11,12.21,3500,499.82,-20.0,2,21,9,74.46,7.91,188,0,0,0,1
85.0,184.13,120.0,0.0,78.77,3500,500.0,-108.65,6,22,3,55.6,2.04,260,0,1,0,0
42.81,183.1,20.0,0.0,64.37,3500,209.28,-52.95,0,13,12,37.98,8.45,234,0,1,0,0
55.58,182.83,120.0,38.45,85.8,3500,500.0,-110.0,8,25,3,75.06,5.49,100,0,0,1,0
27.59,216.51,22.14,18.39,38.95,3500,143.0,-54.72,0,23,3,17.75,10.53,254,0,1,0,0
35.42,180.0,62.35,0.0,84.07,2545,117.18,-58.32,5,22,12,19.22,2.11,199,0,0,1,0
15.0,250.0,20.0,82.07,51.88,3500,273.15,-20.0,7,15,12,30.02,16.83,45,0,0,1,0
15.0,205.88,120.0,59.07,75.88,1339,17.98,-20.0,0,25,9,58.89,5.45,142,0,0,1,0
43.4,197.87,120.0,78.44,95.0,3500,438.57,-110.0,15,25,5,38.11,3.95,730,1,0,1,0
67.72,180.0,75.8,15.3,66.05,3500,202.53,-110.0,3,7,0,3.15,0.25,465,1,1,0,0
35.31,180.49,120.0,83.19,21.85,2971,85.85,-20.0,6,1,12,15.74,2.31,135,0,0,0,1
41.83,250.0,120.0,2.96,10.0,15,282.96,-44.87,3,12,6,87.04,3.25,169,0,0,0,1
15.0,228.56,120.0,0.0,77.41,3500,33.48,-40.83,4,25,3,75.7,8.53,78,0,0,0,1
30.35,180.0,89.98,0.0,57.01,3123,245.2,-84.42,6,25,12,65.12,8.83,191,0,1,0,0
71.57,229.51,20.0,0.0,95.0,2727,12.48,-25.96,0,4,9,78.18,5.69,26,0,0,1,0
28.19,207.41,27.04,0.0,21.6,847,242.13,-63.37,0,5,3,97.59,2.5,89,0,0,0,1
46.59,229.07,20.0,0.0,94.12,3500,90.02,-20.0,2,17,9,88.3,13.5,36,0,0,1,0
17.69,250.0,120.0,69.94,10.0,1694,488.22,-20.0,6,19,12,11.26,4.42,286,0,0,1,0
81.34,180.0,81.22,0.0,37.26,1058,347.88,-37.51,5,1,6,49.9,0.4,192,0,0,1,0
38.08,222.16,40.93,0.0,59.25,2483,369.99,-36.57,0,2,6,100.0,4.82,10,0,0,1,0
15.0,226.25,20.0,110.66,50.78,952,70.2,-35.18,1,3,3,56.98,5.23,275,0,0,0,1
23.48,208.07,120.0,0.0,52.49,6,212.56,-42.76,1,7,6,59.11,4.27,23,0,0,1,0
15.0,194.78,49.13,71.77,77.16,3500,119.28,-69.53,4,8,12,81.02,3.13,171,0,1,0,0
15.0,220.54,20.0,0.0,29.49,2609,47.62,-20.0,2,2,9,100.0,4.6,147,0,1,0,0
50.5,206.83,120.0,0.0,34.19,969,135.55,-100.22,4,5,6,63.06,3.15,286,0,0,0,1
15.0,230.06,120.0,78.86,58.97,3500,215.57,-103.47,1,25,9,49.94,6.91,77,0,0,1,0
15.0,228.11,120.0,44.37,95.0,3500,203.07,-94.37,2,2,12,26.06,7.58,208,0,0,0,1
15.0,215.86,98.23,69.57,11.33,109,355.79,-20.0,0,5,6,42.04,3.66,168,0,0,1,0
15.0,180.42,75.8,0.0,66.98,2698,221.74,-47.21,2,2,6,77.28,8.11,85,0,0,0,1
18.91,211.38,120.0,0.0,95.0,1945,161.34,-110.0,10,0,9,95.09,1.59,158,0,0,1,0
15.0,208.39,94.12,0.0,25.75,3216,290.88,-20.0,0,9,3,75.74,6.54,274,0,0,0,1
62.62,187.49,114.12,0.0,95.0,3250,307.88,-103.88,6,25,0,41.21,1.0,189,1,0,0,1
66.37,224.34,20.0,0.0,54.58,3500,200.31,-20.0,2,8,12,54.84,8.83,311,0,0,1,0
76.5,204.33,56.5,0.0,68.08,2318,36.08,-89.97,3,6,6,65.31,0.34,178,0,1,0,0
79.92,180.0,30.98,14.12,68.81,1231,238.48,-20.0,0,23,12,79.35,0.63,123,0,0,1,0
15.0,180.0,50.26,0.0,95.0,1645,30.95,-20.0,0,8,9,20.84,6.4,227,0,0,1,0
26.33,180.0,100.24,0.0,95.0,3269,104.15,-110.0,2,5,3,42.72,0.81,136,0,0,0,1
65.26,250.0,120.0,49.3,91.04,3500,500.0,-20.0,10,25,6,46.34,0.1,14,0,0,1,0
30.87,180.0,20.0,49.75,89.55,3500,360.16,-75.82,2,23,3,73.78,1.88,68,0,0,1,0
15.0,236.62,28.12,77.99,10.0,405,40.84,-20.0,3,9,6,56.28,9.78,78,0,0,1,0
15.0,222.39,105.08,44.21,10.0,2908,112.49,-36.84,0,17,3,58.91,1.51,140,0,1,0,0
33.68,221.53,37.93,68.7,57.75,3500,57.72,-20.5,4,2,7,16.35,16.8,209,1,0,0,1
60.78,207.35,20.0,23.62,47.49,3500,500.0,-20.0,0,25,3,53.94,11.71,186,0,0,1,0
72.89,230.6,20.0,30.37,62.53,3500,152.41,-49.08,4,4,9,47.78,12.05,74,0,0,0,1
22.46,188.94,21.7,15.77,24.19,1107,77.18,-94.59,2,5,9,100.0,5.97,156,0,1,0,0
51.9,250.0,20.0,74.83,55.92,2772,446.36,-97.41,7,0,9,100.0,4.07,274,0,0,0,1
15.0,196.06,20.0,120.0,95.0,2854,93.91,-108.31,3,25,12,73.99,5.89,384,0,0,1,0
56.75,180.0,120.0,0.0,26.99,1098,241.44,-110.0,1,25,9,90.21,11.71,4,0,0,1,0
15.0,180.0,78.73,0.0,55.42,29,369.99,-103.53,5,16,6,66.74,1.81,42,0,1,0,0
15.0,250.0,120.0,13.21,67.36,3500,235.11,-41.24,8,25,12,82.9,1.21,102,0,0,1,0
45.69,226.72,20.0,0.0,10.0,158,458.77,-28.62,2,16,9,89.93,6.13,626,0,0,1,0
25.3,250.0,55.78,44.05,94.23,1331,500.0,-94.44,12,6,2,55.46,12.36,162,1,0,1,0
85.0,227.49,120.0,0.0,61.47,2265,500.0,-31.9,7,10,3,81.55,0.12,74,0,0,1,0
